riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits
rs9834970-?,2e-17,-,NR,-,-,-,"HSPD1P6,LINC02033","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs9922678-?,3e-10,-,NR,-,-,-,GRIN2A,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10043984-?,2e-09,-,NR,-,-,-,KDM3B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10108980-?,4e-10,-,NR,-,-,-,CSMD1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10149470-?,5e-13,-,NR,-,-,-,"RNU7-160P,BAG5","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10211550-?,1e-08,-,NR,-,-,-,"MOB4,HSPE1-MOB4","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10265001-?,5e-09,-,NR,-,-,-,"CCT4P1,BRAF","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10491964-?,2e-08,-,NR,-,-,-,CACNA1C,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10514301-?,2e-09,-,NR,-,-,-,MIR9-2HG,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10745841-?,1e-08,-,NR,-,-,-,ANKS1B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10791097-?,2e-10,-,NR,-,-,-,LINC02551,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs10883832-?,3e-14,-,NR,-,-,-,NT5C2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs11231640-?,8e-09,-,NR,-,-,-,"RCOR2,NAA40","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs11570190-?,1e-10,-,NR,-,-,-,CTNND1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs11658257-?,2e-08,-,NR,-,-,-,GID4,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4481150-?,5e-17,-,NR,-,-,-,ITIH3,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4495234-?,4e-08,-,NR,-,-,-,PPP2R2B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4526442-?,4e-08,-,NR,-,-,-,ZCCHC7,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4619651-?,1e-09,-,NR,-,-,-,"LMAN2L,CNNM4","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4647903-?,2e-09,-,NR,-,-,-,FGFR1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4682973-?,4e-08,-,NR,-,-,-,TCAIM,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4730387-?,3e-08,-,NR,-,-,-,"BUB3P1,EIF3IP1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4766428-?,5e-08,-,NR,-,-,-,ATP2A2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4906364-?,3e-12,-,NR,-,-,-,PPP1R13B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4916723-?,2e-09,-,NR,-,-,-,MIR9-2HG,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs5757717-?,9e-11,-,NR,-,-,-,"CACNA1I,RPS19BP1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs5758265-?,5e-14,-,NR,-,-,-,"L3MBTL2-AS1,L3MBTL2","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs6047287-?,3e-10,-,NR,-,-,-,"KIZ-AS1,KIZ","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs6125656-?,3e-09,-,NR,-,-,-,KCNB1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs6471814-?,2e-08,-,NR,-,-,-,"RNA5SP267,SLC2A13P1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs6694545-?,4e-09,-,NR,-,-,-,"LINC01648,LINC01756","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs6969410-?,5e-09,-,NR,-,-,-,"RPL3P8,IMMP2L","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7071123-?,1e-10,-,NR,-,-,-,CACNB2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7085104-?,3e-16,-,NR,-,-,-,BORCS7-ASMT,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7193263-?,6e-11,-,NR,-,-,-,RBFOX1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7200826-?,1e-08,-,NR,-,-,-,SHISA9,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7405404-?,1e-12,-,NR,-,-,-,"ERCC4,TMF1P1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7521492-?,1e-09,-,NR,-,-,-,"RNA5SP63,U3","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs7531118-?,1e-15,-,NR,-,-,-,LINC02796,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs55648125-?,9e-09,-,NR,-,-,-,"TFAP2B,RPS17P5","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs55661361-?,2e-11,-,NR,-,-,-,NRGN,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs58235352-?,5e-08,-,NR,-,-,-,"SPPL3,ACADS","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs59979824-?,4e-09,-,NR,-,-,-,"SLC44A3P1,PCGEM1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs61867293-?,8e-15,-,NR,-,-,-,SORCS3,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs61882743-?,1e-08,-,NR,-,-,-,AMBRA1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs62526783-?,2e-08,-,NR,-,-,-,"NDUFB9P3,RPSAP48","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs71395455-?,5e-14,-,NR,-,-,-,"ZSCAN2-AS1,ZSCAN2","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs75059851-?,6e-10,-,NR,-,-,-,IGSF9B,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs77135925-?,8e-09,-,NR,-,-,-,MYO18A,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs78337797-?,5e-08,-,NR,-,-,-,SOX5,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs79879286-?,7e-11,-,NR,-,-,-,"OSBPL3,GSDME","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs80256351-?,3e-09,-,NR,-,-,-,"VRK2,ACTG1P22","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs80318442-?,4e-12,-,NR,-,-,-,"RPL10AP3,LINC01288","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs111294930-?,3e-10,-,NR,-,-,-,LINC01470,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs116755193-?,1e-08,-,NR,-,-,-,LINC02240,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs117956829-?,2e-09,-,NR,-,-,-,"H3P34,FOLH1B","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs140505938-?,2e-12,-,NR,-,-,-,"VPS45,RPL6P31","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs142462188-?,1e-08,-,NR,-,-,-,LINC01645,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs144158419-?,7e-09,-,NR,-,-,-,LINC01416,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs188099135-?,3e-08,-,NR,-,-,-,"GULOP,EPHX2","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4391122-?,1e-10,-,NR,-,-,-,LINC02057,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs4702-?,2e-11,-,NR,-,-,-,FURIN,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2047568-?,4e-08,-,NR,-,-,-,SPPL3,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs27419-?,1e-08,-,NR,-,-,-,MOCS2-DT,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs2098651-?,7e-09,-,NR,-,-,-,TENM2,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs247910-?,3e-09,-,NR,-,-,-,TMEM161B-DT,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs301799-?,2e-08,-,NR,-,-,-,"RERE,RERE-AS1","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs395138-?,1e-08,-,NR,-,-,-,ENOX1,"Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
rs631399-?,7e-11,-,NR,-,-,-,"Metazoa_SRP,TMCO5A","Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)","obsessive-compulsive disorder,attention deficit hyperactivity disorder,Tourette syndrome,bipolar disorder,autism spectrum disorder,schizophrenia,anorexia nervosa,major depressive disorder"
